Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Chuyên Viên/ Chuyên Gia Tư Vấn Chuyển Đổi Số (DX Consultant),Chuyên Viên/ Chuyên Gia Tư Vấn Chuyển Đổi Số DX Consultant,N/A,Công Ty TNHH Tổng Công Ty Công Nghệ & Giải Pháp CMC (CMC TS),3 năm kinh nghiệm,"Tầng 14 & 16 Tòa nhà CMC, Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội.","1,500-3,000 ₫/tháng","Chuyển đổi số, ITIL Foundation, Agile, Chuyển đổi số, Chuyển đổi số, Chuyển đổi số, Chuyển đổi số, Digital transformation, Scrum Master",https://www.vietnamworks.com/chuyen-vien-chuyen-gia-tu-van-chuyen-djoi-so-dx-consultant-1843601-jv?source=searchResults&searchType=2&placement=1843601&sortBy=date
Technical Leader for Japan Market,Technical Leader for Japan Market,N/A,"ISV Vietnam Co.,ltd",Không yêu cầu năm kinh nghiệm,"Tòa nhà VFC, số 29, Đường Tôn Đức Thắng, P.Bến Nghé, Q.1, Tp.HCM",Thương lượng,"Java, C#, Japanese N4, SQL, .NET",https://www.vietnamworks.com/technical-leader-for-japan-market--1841283-jv?source=searchResults&searchType=2&placement=1841433&sortBy=date
UX Designer,UX Designer,N/A,Navigos Search,2 năm kinh nghiệm,Hanoi / HCMC,"$ 1,500-2,000 /tháng","UX Design, Design systems, Agile Leadership, Figma, Communication",https://www.vietnamworks.com/ux-designer-59-1843390-jv?source=searchResults&searchType=2&placement=1843940&sortBy=date
Trợ Lý Chủ Tịch HĐQT Phụ Trách Đối Ngoại và Nghiên Cứu Chiến Lược Đầu Tư,Trợ Lý Chủ Tịch HĐQT Phụ Trách Đối Ngoại và Nghiên Cứu Chiến Lược Đầu Tư,N/A,Công Ty Cổ Phần Unik Holdings,5 năm kinh nghiệm,"Tầng 9 - Toà nhà TID, số 4 Liễu Giai, Cống Vị, Ba Đình, Hà Nội",Thương lượng,"CFA, Tài Chính, Đầu Tư, Thẩm Định Giá, Huy Động Vốn",https://www.vietnamworks.com/tro-ly-chu-tich-hdjqt-phu-trach-djoi-ngoai-va-nghien-cuu-chien-luoc-djau-tu-1842413-jv?source=searchResults&searchType=2&placement=1842513&sortBy=date
Technical Support Engineer (Dynamics 365 Products),Technical Support Engineer Dynamics 365 Products,N/A,Itechwx Company Limited,Không yêu cầu năm kinh nghiệm,"12th Floor, Opal Tower 92 Nguyen Huu Canh Street, Ward 22, Binh Thanh District, Ho Chi Minh city, Vietnam",22tr-28tr ₫/tháng,"English, IT Support, Helpdesk, Technical Support Engineering, Customer Support",https://www.vietnamworks.com/technical-support-engineer-dynamics-365-products-1839376-jv?source=searchResults&searchType=2&placement=1839626&sortBy=date
Chuyên Gia Trải Nghiệm Người Dùng (UX),Chuyên Gia Trải Nghiệm Người Dùng UX,N/A,Công Ty Cổ Phần Chứng Khoán SSI,3 năm kinh nghiệm,1C Ngô Quyền - Hoàn Kiếm - Hà Nội,Thương lượng,"UX, Prototypes, UI - UX, Sketch, Phân tích dữ liệu",https://www.vietnamworks.com/chuyen-gia-trai-nghiem-nguoi-dung-ux-1833893-jv?source=searchResults&searchType=2&placement=1834043&sortBy=date
DevOps,DevOps,N/A,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,1 năm kinh nghiệm,"Tầng 6 - Zodiac, 19 Duy Tân, Cầu Giấy, Hà Nội",Thương lượng,"Docker, Docker, Docker, Gitflow, Kubernetes, Pipeline Development, Quản Trị Hệ Thống",https://www.vietnamworks.com/devops-1842173-jv?source=searchResults&searchType=2&placement=1842523&sortBy=date
Mobile App Developer,Mobile App Developer,N/A,Bosch Global Software Technologies Company Limited,3 năm kinh nghiệm,"Etown 2, 364 Cong Hoa street, ward 13, Tan Binh district, HCM",Thương lượng,"Mobile Apps Design, Computer Science",https://www.vietnamworks.com/mobile-app-developer--1839551-jv?source=searchResults&searchType=2&placement=1840101&sortBy=date
"Database Admin (Oracle, Linux) (Senior Level)","Database Admin Oracle, Linux Senior Level",['Senior'],Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,2 năm kinh nghiệm,"Lầu 3, 180-192 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP.HCM","$ 800-2,500 /tháng","Data Management, DBA, Linux OS, Oracle Database, Teamwork",https://www.vietnamworks.com/database-admin-oracle-linux-senior-level-1839811-jv?source=searchResults&searchType=2&placement=1839961&sortBy=date
Associate Art Producer (Chinese & English speaking),Associate Art Producer Chinese & English speaking,N/A,Sparx* - A Virtuos Company,2 năm kinh nghiệm,"7th Floor, Hai Au Building, 39B Truong Son – Tan Binh, Ho Chi Minh City, Viet Nam",Thương lượng,"Chinese proficiency, Communication Skills, English, Production Management, Project Management",https://www.vietnamworks.com/associate-art-producer-chinese-and-english-speaking-1842731-jv?source=searchResults&searchType=2&placement=1842781&sortBy=date
Navigation Engineer,Navigation Engineer,N/A,Navigos Search,Không yêu cầu năm kinh nghiệm,HCMC,Thương lượng,"Radar, English, Navigation System",https://www.vietnamworks.com/navigation-engineer--1841634-jv?source=searchResults&searchType=2&placement=1842284&sortBy=date
Senior Back-end Developer,Senior Back-end Developer,['Senior'],Sucafina Vietnam Company Limited,5 năm kinh nghiệm,"83 Ngo Thoi Nhiem, Vo Thi Sau Ward, District 3, Ho Chi Minh City, Vietnam",Thương lượng,"Fluent English, Mysql, Ruby On Rails",https://www.vietnamworks.com/senior-back-end-developer--1840488-jv?source=searchResults&searchType=2&placement=1840988&sortBy=date
Senior Presales (Robotic Process Automation),Senior Presales Robotic Process Automation,['Senior'],FPT IS,2 năm kinh nghiệm,"Tầng 20-21-22, Keangnam Landmark, E6 Phạm Hùng, Hà Nội / Tòa nhà FPT Tân Thuận 3, Đường Sáng Tạo, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7","Tới $ 2,000 /tháng","Presales Technical, RPA, Sales Solution, Sales Experience In IT",https://www.vietnamworks.com/senior-presales-robotic-process-automation-1840192-jv?source=searchResults&searchType=2&placement=1840692&sortBy=date
Senior Business Analyst,Senior Business Analyst,['Senior'],Discova (Formerly Known As Buffalo Tours),5 năm kinh nghiệm,"33 Truc Bach, Ba Dinh, Ha Noi",40tr-46.5tr ₫/tháng,"Business Process Management, Communication Skills, English, Microsoft Dynamics 365, Project Management",https://www.vietnamworks.com/senior-business-analyst-1835869-jv?source=searchResults&searchType=2&placement=1836469&sortBy=date
Kỹ Sư Quản Trị/ Vận Hành Hệ Thống Mạng,Kỹ Sư Quản Trị/ Vận Hành Hệ Thống Mạng,N/A,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",3 năm kinh nghiệm,"Tầng 17 tòa nhà Icon4 số 243A Đê La Thành, Láng Thượng, Đống Đa, Hà Nội",320tr-360tr ₫/năm,"Wireless, LAN, Vận Hành Hệ Thống, Bảo Mật Hệ Thống, Network",https://www.vietnamworks.com/ky-su-quan-tri-van-hanh-he-thong-mang-1840724-jv?source=searchResults&searchType=2&placement=1840724&sortBy=date
IT Operational Risk Senior Manager,IT Operational Risk Senior Manager,['Senior'],Prudential Vietnam Assurance,8 năm kinh nghiệm,"8 Đường Hoàng Văn Thái, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Thương lượng,"Communication, Cybersecurity, Data Analytics, IT Risk Management, Project Management",https://www.vietnamworks.com/it-operational-risk-senior-manager-1837014-jv?source=searchResults&searchType=2&placement=1837414&sortBy=date
Front-End Web Developer (Angular/Typescript),Front-End Web Developer Angular/Typescript,N/A,N/A,3 năm kinh nghiệm,N/A,"$ 1,400-2,400 /tháng","Angular, Typescript, NgRx, Tailwind CSS, Communication Skills",https://www.vietnamworks.com/front-end-web-developer-angular-typescript-1843333-jv?source=searchResults&searchType=2&placement=1843883&sortBy=date
Product Manager (Bankhub Jetpay)),Product Manager Bankhub Jetpay,N/A,MISA Jointstock Company,2 năm kinh nghiệm,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội","$ 1,500-2,000 /tháng","Kinh Doanh, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Phân Tích Thị Trường, Quản Lý Dự Án, Quản Lý Sản Phẩm",https://www.vietnamworks.com/product-manager-bankhub-jetpay-1841594-jv?source=searchResults&searchType=2&placement=1841594&sortBy=date
Mid-Level Implementation Project Manager,Mid-Level Implementation Project Manager,['Mid-Level'],Công Ty Cổ Phần Laidon Việt Nam,5 năm kinh nghiệm,"324 Đường Lê Văn Sỹ, Phường 2, Tân Bình, Hồ Chí Minh, Việt Nam",Thương lượng,"ERP Implementation, Project Management, Analytical Skills, Communication Skills, Leadership",https://www.vietnamworks.com/mid-level-implementation-project-manager-1826158-jv?source=searchResults&searchType=2&placement=1826608&sortBy=date
[JP - 45 ] Kỹ Sư Phát Triển Phần Mềm Nhúng Thiết Bị Kiểm Tra,JP - 45 Kỹ Sư Phát Triển Phần Mềm Nhúng Thiết Bị Kiểm Tra,N/A,Công Ty TNHH R Techno Việt Nam,2 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM","Từ ¥ 400,000 /tháng","AI, Lập Trình C++, Lập Trình Nhúng, Ngôn Ngữ Lập Trình C",https://www.vietnamworks.com/jp-45-ky-su-phat-trien-phan-mem-nhung-thiet-bi-kiem-tra--1838330-jv?source=searchResults&searchType=2&placement=1838680&sortBy=date
JDi- Head Of Customs Operations,JDi- Head Of Customs Operations,N/A,JINGDONG INDUSTRIALS SUPPLY CHAIN (VIETNAM)/ 北京京东世纪贸易有限公司,5 năm kinh nghiệm,N/A,"¥ 300,000-500,000 /năm","Customer Service, English Fluency, Import Compliance, Logistics Management, Market Sensitivity",https://www.vietnamworks.com/jdi-head-of-customs-operations-1841662-jv?source=searchResults&searchType=2&placement=1841712&sortBy=date
Chuyên Viên Phân Tích Nghiệp Vụ (Bussiness Analyst) - Thu Nhập Từ 18Tr/ Tháng Trở Lên,Chuyên Viên Phân Tích Nghiệp Vụ Bussiness Analyst - Thu Nhập Từ 18Tr/ Tháng Trở Lên,N/A,Công Ty Cổ Phần Thương Mại Và Đầu Tư Gia Vũ,1 năm kinh nghiệm,"Số 2A/316, Lê Trọng Tấn, Khương mai, Thanh Xuân, Hà Nội (Tòa nhà Gia Vũ - 8 tầng)",Từ 18tr ₫/tháng,"ERP, Figma, Phân Tích Nghiệp Vụ, Thiết Kế UI-UX, Tin Học Văn Phòng",https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-bussiness-analyst-thu-nhap-tu-18tr-thang-tro-len-1838533-jv?source=searchResults&searchType=2&placement=1838833&sortBy=date
Angular Expert,Angular Expert,N/A,Navigos Search's Client,5 năm kinh nghiệm,Hanoi,"$ 3,000-3,500 /tháng","Angular, Angular, Angular, CSS, HTML, JavaScript, Typescript",https://www.vietnamworks.com/angular-expert-1838021-jv?source=searchResults&searchType=2&placement=1838721&sortBy=date
Business Analyst (Domain Banking),Business Analyst Domain Banking,N/A,"Galaxy Digital Holdings Co., Ltd (GH)",4 năm kinh nghiệm,"Galaxy Innovation Hub, Road D1, Hi-Tech Park, District 9, HCMC.",Thương lượng,"Business Analysis, Data Architecture, Document Writing, Effective Communication",https://www.vietnamworks.com/business-analyst-domain-banking-1826477-jv?source=searchResults&searchType=2&placement=1826977&sortBy=date
Business Analyst (BA),Business Analyst BA,N/A,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,2 năm kinh nghiệm,"Lầu 3, 180-192 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP.HCM",Thương lượng,"Business Analysis, Fashion Trend, Figma, Microsoft Visio, MS Office",https://www.vietnamworks.com/business-analyst-ba-1842721-jv?source=searchResults&searchType=2&placement=1842821&sortBy=date
UI/UX Designer,UI/UX Designer,N/A,Công Ty TNHH ActsOne Việt Nam,2 năm kinh nghiệm,"Số 20 Đường 01, Khu Đô Thị Mới Him Lam, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh",Thương lượng,"UX Design, Figma, Adobe Photoshop, Adobe Illustrator, UI Design",https://www.vietnamworks.com/ui-ux-designer--1845039-jv?source=searchResults&searchType=2&placement=1845339&sortBy=date
QA Engineer (All Saturdays and Sundays Off),QA Engineer All Saturdays and Sundays Off,N/A,Mektec Manufacturing Corporation (Vietnam) Ltd.,Không yêu cầu năm kinh nghiệm,"Plot K-3&4, Thang Long Industrial Park II, Di Su Commune, My Hao District, Hung Yen Province, Vietnam.",$ 500-800 /tháng,"QA, QC, Kỹ Thuật, TOEIC",https://www.vietnamworks.com/qa-engineer-all-saturdays-and-sundays-off--1832577-jv?source=searchResults&searchType=2&placement=1832677&sortBy=date
IT Engineer,IT Engineer,N/A,"Boyd Vietnam Company Limited.,",4 năm kinh nghiệm,"Lot CN2-4, Yen Phong (extend) industrial zone, Yen Trung commune, Yen Phong district, Bac Ninh, Vietnam",Thương lượng,"Technical Support, Network Management, Software Installation, Hardware, Software Technology",https://www.vietnamworks.com/it-engineer-1836012-jv?source=searchResults&searchType=2&placement=1836562&sortBy=date
Software Support Engineer – Microsoft CRM & ERP,Software Support Engineer – Microsoft CRM & ERP,N/A,"Tek Experts Co., Ltd",Không yêu cầu năm kinh nghiệm,"Lotte Building, 16th Floor, 54 Lieu Giai street,  Doi Can Ward, Ba Dinh District, Ha Noi",Thương lượng,"CRM Platform, ERP Support, Technical Support, Dynamics 365, CRM Program",https://www.vietnamworks.com/software-support-engineer-microsoft-crm-erp--1834401-jv?source=searchResults&searchType=2&placement=1834401&sortBy=date
Nhân Viên C/s Set Up - Không Yêu Cầu Kinh Nghiệm,Nhân Viên C/s Set Up - Không Yêu Cầu Kinh Nghiệm,N/A,CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,1 năm kinh nghiệm,Vĩnh Phúc,Thương lượng,"Cơ Khí, Tự Động Hóa, Điện Tử, Lắp Ráp Cơ Khí, Sửa Chữa Cơ Khí",https://www.vietnamworks.com/nhan-vien-c-s-set-up-khong-yeu-cau-kinh-nghiem-1830648-jv?source=searchResults&searchType=2&placement=1830848&sortBy=date
Chuyên Viên Cao Cấp An Ninh Thông Tin- Đảm Bảo An Ninh (Information Security - Assurance),Chuyên Viên Cao Cấp An Ninh Thông Tin- Đảm Bảo An Ninh Information Security - Assurance,N/A,Công Ty Cổ Phần Chứng Khoán SSI,3 năm kinh nghiệm,1C Ngô Quyền - Hoàn Kiếm - Hà Nội,Thương lượng,"An Ninh Thông Tin, OWASP, Kiểm Thử Bảo Mật, Information security, Giải Pháp Bảo Mật",https://www.vietnamworks.com/chuyen-vien-cao-cap-an-ninh-thong-tin-dam-bao-an-ninh-information-security-assurance-1825774-jv?source=searchResults&searchType=2&placement=1826024&sortBy=date
Chuyên Viên Cao Cấp Đổi Mới Số Phân Tích Nghiệp Vụ - Khối Công Nghệ Thông Tin,Chuyên Viên Cao Cấp Đổi Mới Số Phân Tích Nghiệp Vụ - Khối Công Nghệ Thông Tin,N/A,Ngân Hàng TMCP Tiên Phong (Tpbank),3 năm kinh nghiệm,"Tòa nhà TPBank, 57 Lý Thường Kiệt, phường Trần Hưng Đạo","$ 1,000-2,000 /tháng","Phân Tích Nghiệp Vụ, Digital transformation, Tiếng Anh, Phân Tích Dự Án, Đề Xuất Ý Tưởng",https://www.vietnamworks.com/chuyen-vien-cao-cap-doi-moi-so-phan-tich-nghiep-vu-khoi-cong-nghe-thong-tin--1840948-jv?source=searchResults&searchType=2&placement=1841398&sortBy=date
Web Developer/ Phát Triển Website ( Mảng Giáo Dục),Web Developer/ Phát Triển Website Mảng Giáo Dục,N/A,CÔNG TY TNHH GIÁO DỤC EMPIRE,2 năm kinh nghiệm,"101 Đường số 7, Phường 3, Quận Gò Vấp, Thành phố Hồ Chí Minh",Thương lượng,"Backend, Giáo dục, HTML, JavaScript",https://www.vietnamworks.com/web-developer-phat-trien-website-mang-giao-duc-1836162-jv?source=searchResults&searchType=2&placement=1836412&sortBy=date
Senior FE Developer,Senior FE Developer,['Senior'],Công ty cổ phần Pivot Vietnam,4 năm kinh nghiệm,Quang Trung Software City,Thương lượng,"ReactJS, Typescript, HTML, Front-End, 5G Ecosystem",https://www.vietnamworks.com/senior-fe-developer-1840150-jv?source=searchResults&searchType=2&placement=1840250&sortBy=date
Data Scientist Expert - Hà Nội - Ta133,Data Scientist Expert - Hà Nội - Ta133,N/A,VPBank - Https://tuyendung.vpbank.com.vn/,5 năm kinh nghiệm,"Khối Quản Trị Nguồn Nhân Lực - 89 Láng Hạ, Quận Đống Đa, Hà Nội",Thương lượng,"Data Analysis, English, Cloud, Data Science, Statistical Software",https://www.vietnamworks.com/data-scientist-expert-ha-noi-ta133-1830665-jv?source=searchResults&searchType=2&placement=1830665&sortBy=date
HN / HCM _Fresher IT Comtor (Japanese N2)_V000009,HN / HCM _Fresher IT Comtor Japanese N2 _V000009,N/A,Công Ty TNHH ZIGExN VeNtura,Không yêu cầu năm kinh nghiệm,"11th Floor, Vina building, 131 Xo Viet Nghe Tinh, Ward 17, Binh Thanh Dist, HCMC, Vietnam",Thương lượng,"English, Japanese",https://www.vietnamworks.com/hn-hcm-fresher-it-comtor-japanese-n2-v000009--1844684-jv?source=searchResults&searchType=2&placement=1844784&sortBy=date
Digital Health Solution Consultant - Core Diagnostics,Digital Health Solution Consultant - Core Diagnostics,N/A,Abbott,3 năm kinh nghiệm,"02 Ngo Duc Ke, Dist. 1, HCM",Thương lượng,"Clinical Laboratory, English fluency, Medical Device, Software Engineering",https://www.vietnamworks.com/digital-health-solution-consultant-core-diagnostics-1841083-jv?source=searchResults&searchType=2&placement=1841483&sortBy=date
[ HO ] Artificial Intelligence (AI) - Digital Innovation Center,HO Artificial Intelligence AI - Digital Innovation Center,N/A,Shinhan Bank Vietnam,2 năm kinh nghiệm,"Empress Tower, 138-142 Hai Ba Trung Street, Da Kao Ward, District 1, HCMC",Thương lượng,"Data-Driven, General Communication English, Statistical Analysis, Ai Algorithm Development, Sql Knowledge",https://www.vietnamworks.com/ho-artificial-intelligence-ai-digital-innovation-center-1838872-jv?source=searchResults&searchType=2&placement=1839122&sortBy=date
[Canon Quế Võ]_Tuyển Dụng Nhân Viên IT,Canon Quế Võ _Tuyển Dụng Nhân Viên IT,N/A,Công Ty TNHH Canon Việt Nam,Không yêu cầu năm kinh nghiệm,"Lô A1, KCN Thăng Long, Kim Chung, Đông Anh, Hà Nội",Thương lượng,"Điện, Cơ Khí, Tự Động Hóa, Tiếng Anh",https://www.vietnamworks.com/canon-que-vo-tuyen-dung-nhan-vien-it--1844259-jv?source=searchResults&searchType=2&placement=1844659&sortBy=date
